category,name,type,counter,unit,index
vpp/stats/sys,/mem/statseg/used,float,0,,
vpp/stats/buffer-pool,cached,int,0,,numa_node_index
vpp/stats/buffer-pool,used,int,0,,numa_node_index
vpp/stats/buffer-pool,available,int,0,,numa_node_index
vpp/stats/workers,/sys/vector_rate_per_worker,int,0,,worker_index
vpp/stats/workers,/sys/node/clocks,int,0,,worker_index
vpp/stats/workers,/sys/node/vectors,int,0,,worker_index
vpp/stats/workers,/sys/node/calls,int,0,,worker_index
vpp/stats/workers,/sys/node/suspends,int,0,,worker_index
vpp/stats/workers,/sys/node/names,str,0,,worker_index
vpp/stats/if,/if/drops,int,1,,sw_if_name
vpp/stats/if,/if/punt,int,1,,sw_if_name
vpp/stats/if,/if/ip4,int,1,,sw_if_name
vpp/stats/if,/if/ip6,int,1,,sw_if_name
vpp/stats/if,/if/rx-no-buf,int,1,,sw_if_name
vpp/stats/if,/if/rx-miss,int,1,,sw_if_name
vpp/stats/if,/if/rx-error,int,1,,sw_if_name
vpp/stats/if,/if/tx-error,int,1,,sw_if_name
vpp/stats/if,/if/mpls,int,1,,sw_if_name
vpp/stats/if,/if/rx-packets,int,1,,sw_if_name
vpp/stats/if,/if/rx-bytes,int,1,,sw_if_name
vpp/stats/if,/if/rx-unicast-packets,int,1,,sw_if_name
vpp/stats/if,/if/rx-unicast-bytes,int,1,,sw_if_name
vpp/stats/if,/if/rx-multicast-packets,int,1,,sw_if_name
vpp/stats/if,/if/rx-multicast-bytes,int,1,,sw_if_name
vpp/stats/if,/if/rx-broadcast-packets,int,1,,sw_if_name
vpp/stats/if,/if/rx-broadcast-bytes,int,1,,sw_if_name
vpp/stats/if,/if/tx-packets,int,1,,sw_if_name
vpp/stats/if,/if/tx-bytes,int,1,,sw_if_name
vpp/stats/if,/if/tx-unicast-packets,int,1,,sw_if_name
vpp/stats/if,/if/tx-unicast-bytes,int,1,,sw_if_name
vpp/stats/if,/if/tx-multicast-packets,int,1,,sw_if_name
vpp/stats/if,/if/tx-multicast-bytes,int,1,,sw_if_name
vpp/stats/if,/if/tx-broadcast-packets,int,1,,sw_if_name
vpp/stats/if,/if/tx-broadcast-bytes,int,1,,sw_if_name
vpp/stats/err,*,int,1,,node_name
